name,url,img,price,quantity,unitPrice,servingSize,kilojoules,protein,fat,fatSaturated,carb,sugar,sodium
Carman's 5 Grain & Seed Granola Almond Vanilla & Cinnamon,https://www.woolworths.com.au/shop/productdetails/867025,https://cdn0.woolworths.media/content/wowproductimages/large/867025.jpg,7.5,0.45,16.7,0.045,1770,10.8,17.5,2.2,48,9.7,50
Be Natural Breakfast Cereal With 5 Whole Grain Flakes,https://www.woolworths.com.au/shop/productdetails/701701,https://cdn0.woolworths.media/content/wowproductimages/large/701701.jpg,3.5,0.325,10.8,0.04,1530,9.1,2.1,0.4,70.3,13.3,240
Angas Park Fruit Mix Salad,https://www.woolworths.com.au/shop/productdetails/57242,https://cdn0.woolworths.media/content/wowproductimages/large/057242.jpg,10,0.5,20,0.05,1070,2.4,1,1,67,57,10
Lakanto Monkfruit Pancake Mix Low Carb Protein 99% Sugar-free,https://www.woolworths.com.au/shop/productdetails/142331,https://cdn0.woolworths.media/content/wowproductimages/large/142331.jpg,7,0.2,35,0.018,1294.44,42.22,6.67,5.56,16.11,5.56,1177.78
Noshu 99% Sugar Free Low Carb Pancake Mix,https://www.woolworths.com.au/shop/productdetails/84629,https://cdn0.woolworths.media/content/wowproductimages/large/084629.jpg,6.4,0.24,26.7,0.045,209,2.5,0.9,0.3,5,0.2,87
Hemp Organic Gold Seed Oil,https://www.woolworths.com.au/shop/productdetails/175645,https://cdn0.woolworths.media/content/wowproductimages/large/175645.jpg,12,0.25,48,0.02,884,0,100,11,0,0,0
Arnold's Farm Clusters Vanilla Almond,https://www.woolworths.com.au/shop/productdetails/184975,https://cdn0.woolworths.media/content/wowproductimages/large/184975.jpg,5,0.7,7.1,0.045,1820,12.3,14.9,1.8,59,10.6,75
Carman's 5 Grain & Seed Granola Pink Lady Apple & Blueberry,https://www.woolworths.com.au/shop/productdetails/867026,https://cdn0.woolworths.media/content/wowproductimages/large/867026.jpg,7.5,0.45,16.7,0.045,1670,9,13.5,1.9,55.1,14.2,44
Angas Park Diced Prunes,https://www.woolworths.com.au/shop/productdetails/174349,https://cdn0.woolworths.media/content/wowproductimages/large/174349.jpg,4.5,0.125,36,0.05,1070,2.9,0.1,0.1,55,38.6,1
Woolworths Roasted & Diced Almonds,https://www.woolworths.com.au/shop/productdetails/147615,https://cdn0.woolworths.media/content/wowproductimages/large/147615.jpg,4,0.15,26.67,0.03,2460,19.7,52.5,4,5.4,5.2,5
Carman's Aussie Oat Clusters Coco Crunch,https://www.woolworths.com.au/shop/productdetails/181879,https://cdn0.woolworths.media/content/wowproductimages/large/181879.jpg,6.9,0.5,13.8,0.03,1650,9.2,11.5,2,56.9,13,12
Carman's Cholesterol Lowering Australian Oats,https://www.woolworths.com.au/shop/productdetails/203820,https://cdn0.woolworths.media/content/wowproductimages/large/203820.jpg,6.75,0.5,13.5,0.05,1550,12.1,8.6,1.5,55.3,1.1,2
Noya Almond Pecan Nut Butter,https://www.woolworths.com.au/shop/productdetails/236634,https://cdn0.woolworths.media/content/wowproductimages/large/236634.jpg,0,0.2,0,0.03,765,6.2,15.8,1.2,2.3,1.2,0.6
Blue Frog Keto Almond Peanut & Raspberry Cereal,https://www.woolworths.com.au/shop/productdetails/208100,https://cdn0.woolworths.media/content/wowproductimages/large/208100.jpg,14.75,0.3,49.2,0.04,2472,22.3,49,10.3,10.9,2.3,8.6
Noya Crunchy Almond Nut Butter,https://www.woolworths.com.au/shop/productdetails/237244,https://cdn0.woolworths.media/content/wowproductimages/large/237244.jpg,9,0.2,45,0.03,786,9.3,15.8,1.3,1.9,1.2,2.7
Mayvers Peanut Butter Protein +,https://www.woolworths.com.au/shop/productdetails/235751,https://cdn0.woolworths.media/content/wowproductimages/large/235751.jpg,10.8,0.75,14.4,0.02,2350,32,42.1,5.3,13,6.9,396
Carman's Aussie Oat Clusters Apple,https://www.woolworths.com.au/shop/productdetails/181965,https://cdn0.woolworths.media/content/wowproductimages/large/181965.jpg,6.9,0.5,13.8,0.03,1620,8.2,11,1.8,57.5,11.6,29
Macro Natural Pine Nuts,https://www.woolworths.com.au/shop/productdetails/91124,https://cdn0.woolworths.media/content/wowproductimages/large/091124.jpg,11.5,0.15,76.67,0.03,2930,13,70,4.2,4.5,3.4,5
Carman's Aussie Oat Clusters Raspberry Crunch,https://www.woolworths.com.au/shop/productdetails/181780,https://cdn0.woolworths.media/content/wowproductimages/large/181780.jpg,6.9,0.5,13.8,0.03,1620,8.2,11,1.8,57.2,11.7,22
Kialla Pure Organics Cinnamon Donut Porridge,https://www.woolworths.com.au/shop/productdetails/271186,https://cdn0.woolworths.media/content/wowproductimages/large/271186.jpg,8,0.3,26.7,0.035,1630,10.2,8.2,0.4,63.9,25.8,50
Kialla Pure Organics Lamington Porridge,https://www.woolworths.com.au/shop/productdetails/271433,https://cdn0.woolworths.media/content/wowproductimages/large/271433.jpg,8,0.3,26.7,0.035,1670,11.9,12.2,4,55.6,13.4,79
Woolworths Roasted & Diced Cashews,https://www.woolworths.com.au/shop/productdetails/147616,https://cdn0.woolworths.media/content/wowproductimages/large/147616.jpg,5,0.2,25,0.03,2530,21.9,48.1,8.6,19.4,6,8
Carman's Omega 3 Australian Oats From Linseeds & Chia,https://www.woolworths.com.au/shop/productdetails/208283,https://cdn0.woolworths.media/content/wowproductimages/large/208283.jpg,4.5,0.5,9,0.05,1520,12.7,12.1,1.9,44.9,1,5
Kialla Pure Organics Cookie Dough Porridge,https://www.woolworths.com.au/shop/productdetails/271771,https://cdn0.woolworths.media/content/wowproductimages/large/271771.jpg,8,0.3,26.7,0.035,1670,11.6,11.5,2.9,58,15.6,89
Angas Park Apricots,https://www.woolworths.com.au/shop/productdetails/173622,https://cdn0.woolworths.media/content/wowproductimages/large/173622.jpg,13,0.375,34.67,0.05,947,2.4,0.1,0.1,48.8,37.3,72
Tasti Pure Delish Cranberry & Almond Grainola,https://www.woolworths.com.au/shop/productdetails/208402,https://cdn0.woolworths.media/content/wowproductimages/large/208402.jpg,14,0.375,37.3,0.05,2240,16.6,39.5,5.9,26.2,15.5,3
Mayvers Peanut Butter Berry,https://www.woolworths.com.au/shop/productdetails/236526,https://cdn0.woolworths.media/content/wowproductimages/large/236526.jpg,0,0.28,0,0.02,2330,22.6,44.5,6.1,19.8,10,11
Kelloggs Sultana Bran Hot Cross Bun Flavour,https://www.woolworths.com.au/shop/productdetails/195187,https://cdn0.woolworths.media/content/wowproductimages/large/195187.jpg,9,0.635,14.2,0.045,1470,10.1,3,0.6,62.9,24.1,290
Tasti Pure Delish Raspberry & Maple Nograin-ola,https://www.woolworths.com.au/shop/productdetails/208200,https://cdn0.woolworths.media/content/wowproductimages/large/208200.jpg,14,0.375,37.3,0.05,2400,18,48.1,8.2,15.8,10.3,4
Mayvers Peanut Butter Fiber +,https://www.woolworths.com.au/shop/productdetails/235508,https://cdn0.woolworths.media/content/wowproductimages/large/235508.jpg,0,0.375,0,0.02,2284,27.1,42.5,6.3,5.3,4.4,244
Mayvers Peanut Butter Super Collagen,https://www.woolworths.com.au/shop/productdetails/235530,https://cdn0.woolworths.media/content/wowproductimages/large/235530.jpg,0,0.28,0,0.02,2370,28.3,46.5,6.4,12.9,3.9,274
Wonder White Bread Vitamins & Minerals Sandwich,https://www.woolworths.com.au/shop/productdetails/263669,https://cdn0.woolworths.media/content/wowproductimages/large/263669.jpg,4.4,0.7,6.3,0.074,980,8.3,2.7,1,39.9,2.1,350
Tip Top The One White Sandwich Slice Bread Loaf,https://www.woolworths.com.au/shop/productdetails/713816,https://cdn0.woolworths.media/content/wowproductimages/large/713816.jpg,4.4,0.7,6.3,0.074,968,9,2.5,0.4,39,2,380
Tip Top The One White Toast Slice Bread Loaf,https://www.woolworths.com.au/shop/productdetails/713834,https://cdn0.woolworths.media/content/wowproductimages/large/713834.jpg,4.4,0.7,6.3,0.078,968,9,2.5,0.4,39,2,394
Wonder White Bread Vitamins & Minerals Toast,https://www.woolworths.com.au/shop/productdetails/263667,https://cdn0.woolworths.media/content/wowproductimages/large/263667.jpg,4.4,0.7,6.3,2,980,8.3,2.7,1,39.9,2.1,350
Tip Top Sandwich Thins Wholemeal Bread Bread Low Calories & Carbs,https://www.woolworths.com.au/shop/productdetails/603317,https://cdn0.woolworths.media/content/wowproductimages/large/603317.jpg,3,6,12.5,0.04,1040,9.8,3.5,0.6,39.5,3.1,348
Simson's Pantry High Protein Low Carb Wraps,https://www.woolworths.com.au/shop/productdetails/179435,https://cdn0.woolworths.media/content/wowproductimages/large/179435.jpg,5.5,5,24.4,0.045,1028,19.4,9.4,4.8,13,4.5,450
Tip Top The One Wholemeal Sandwich Slice Bread Loaf,https://www.woolworths.com.au/shop/productdetails/749588,https://cdn0.woolworths.media/content/wowproductimages/large/749588.jpg,4.4,0.7,6.3,0.074,977,9.7,3.1,0.5,37,3.1,390
Simson's Pantry Low Carb High Protein + Fibre Large Wraps,https://www.woolworths.com.au/shop/productdetails/240473,https://cdn0.woolworths.media/content/wowproductimages/large/240473.jpg,6.5,6,15.5,0.07,1026,19.4,9.3,4.7,12.8,4.5,389
Simson's Pantry Low Carb Keto Friendly Wraps,https://www.woolworths.com.au/shop/productdetails/240436,https://cdn0.woolworths.media/content/wowproductimages/large/240436.jpg,6,5,30,0.04,1030,21.3,12.1,4,2.9,0.5,430
Tip Top 9 Grain Original Low Gi Sandwich Slice Bread Loaf,https://www.woolworths.com.au/shop/productdetails/197276,https://cdn0.woolworths.media/content/wowproductimages/large/197276.jpg,4.4,0.7,6.3,0.074,1040,12.1,5,0.6,35.1,2.2,400
Helga's Prebiotic Wraps Large,https://www.woolworths.com.au/shop/productdetails/240393,https://cdn0.woolworths.media/content/wowproductimages/large/240393.jpg,5,6,13.1,0.064,1120,8.7,5.9,3.1,37.8,2.4,350
Burgen Lower Carb High Protein Sunflower & Linseed Bread Loaf,https://www.woolworths.com.au/shop/productdetails/164022,https://cdn0.woolworths.media/content/wowproductimages/large/164022.jpg,6,0.66,9.1,2,1090,24.3,13.8,1.6,2.8,0.6,228
Helga's 50% Lower Carb 5 Seeds Loaf,https://www.woolworths.com.au/shop/productdetails/184268,https://cdn0.woolworths.media/content/wowproductimages/large/184268.jpg,5.5,0.7,7.9,0.078,1120,14.6,10.7,1.6,21.2,1.6,350
Tip Top 9 Grain Plus Wholemeal,https://www.woolworths.com.au/shop/productdetails/263634,https://cdn0.woolworths.media/content/wowproductimages/large/263634.jpg,4.4,0.75,5.9,0.079,1040,12.4,6.4,0.7,30.6,1.9,370
Bfree 5 Wraps Sweet Potato,https://www.woolworths.com.au/shop/productdetails/489783,https://cdn0.woolworths.media/content/wowproductimages/large/489783.jpg,8,0.21,38.1,0.042,845,5.6,1.6,0.6,33.3,9.1,480
Bfree Low Carb High Protein Wraps,https://www.woolworths.com.au/shop/productdetails/283400,https://cdn0.woolworths.media/content/wowproductimages/large/283400.jpg,8,5,38.1,0.042,996,25.4,6.8,1.5,12.3,4.6,333
Helga's Prebiotic Ancient Grains & Seeds,https://www.woolworths.com.au/shop/productdetails/221345,https://cdn0.woolworths.media/content/wowproductimages/large/221345.jpg,5.5,0.7,7.9,0.077,1060,9.3,4,1.2,45.2,2.6,380
Helga's Prebiotic Wholemeal & Barley,https://www.woolworths.com.au/shop/productdetails/221503,https://cdn0.woolworths.media/content/wowproductimages/large/221503.jpg,5.5,0.7,7.9,0.077,1000,10,3.3,1,41.9,2.8,380
Burgen Soy & Linseed Low Gi Sliced Bread Loaf,https://www.woolworths.com.au/shop/productdetails/232833,https://cdn0.woolworths.media/content/wowproductimages/large/232833.jpg,5.9,0.7,8.4,2,1060,14.9,7.1,0.9,28.3,1.5,352
Burgen Wholemeal & Seeds Low Gi Sliced Bread Loaf,https://www.woolworths.com.au/shop/productdetails/253921,https://cdn0.woolworths.media/content/wowproductimages/large/253921.jpg,5.9,0.7,8.4,2,1040,12.3,7.6,0.9,28.4,1.3,343
Bfree Wholegrain Wraps,https://www.woolworths.com.au/shop/productdetails/285313,https://cdn0.woolworths.media/content/wowproductimages/large/285313.jpg,8,5,38.1,0.042,863,5.3,3.4,0.5,28.5,1.9,448
Woolworths Free From Gluten White Burger Buns,https://www.woolworths.com.au/shop/productdetails/140171,https://cdn0.woolworths.media/content/wowproductimages/large/140171.jpg,5.5,4,17.2,0.08,948,5.8,4.1,1,36.5,3.7,360
Lawson's Wholemeal Traditional Bread,https://www.woolworths.com.au/shop/productdetails/802853,https://cdn0.woolworths.media/content/wowproductimages/large/802853.jpg,5.8,0.75,7.7,0.107,930,9,3.1,1,34.5,2.4,400
Woolworths 7 Seeds & Grains Hi Fibre Low Gi Mini Loaf,https://www.woolworths.com.au/shop/productdetails/118611,https://cdn0.woolworths.media/content/wowproductimages/large/118611.jpg,2.5,0.37,6.8,0.058,1250,13,11.3,1.5,31.6,0.1,330
Macro Linseed & Sunflower Low Carb Loaf,https://www.woolworths.com.au/shop/productdetails/852253,https://cdn0.woolworths.media/content/wowproductimages/large/852253.jpg,4.8,0.5,9.6,0.08,1380,26.8,19.9,2.9,4.5,1.3,296
Woolworths White Hi Fibre Low Gi Mini Loaf,https://www.woolworths.com.au/shop/productdetails/118607,https://cdn0.woolworths.media/content/wowproductimages/large/118607.jpg,2.5,0.34,7.4,0.05,996,8.8,2.6,1,39.7,1,355
Woolworths Free From Gluten Eng Muffins,https://www.woolworths.com.au/shop/productdetails/816101,https://cdn0.woolworths.media/content/wowproductimages/large/816101.jpg,7,4,25,0.07,926,6,4.3,1,35.1,4.4,323
Woolworths Cook Beef Pepper Steaks,https://www.woolworths.com.au/shop/productdetails/54241,https://cdn0.woolworths.media/content/wowproductimages/large/054241.jpg,8,0.3,26.67,0.15,504,20.5,2.9,1.3,3,1,247
Tassal Atlantic Salmon Skin Off,https://www.woolworths.com.au/shop/productdetails/630331,https://cdn0.woolworths.media/content/wowproductimages/large/630331.jpg,15,0.3,50,0.15,982,21.2,16.6,3.2,1,1,45
Woolworths Cook Roast Beef With Onion & Garlic Gravy,https://www.woolworths.com.au/shop/productdetails/428204,https://cdn0.woolworths.media/content/wowproductimages/large/428204.jpg,13,0.5,26,0.25,540,18.3,4.4,2.2,3.9,2.1,395
Woolworths Cook Marinated Lamb Steaks With Thyme Pepper & Garlic,https://www.woolworths.com.au/shop/productdetails/83534,https://cdn0.woolworths.media/content/wowproductimages/large/083534.jpg,8,0.27,29.63,0.135,774,20.4,10.2,4,2.9,2.2,238
Just Caught Frozen Natural Squid Rings,https://www.woolworths.com.au/shop/productdetails/187172,https://cdn0.woolworths.media/content/wowproductimages/large/187172.jpg,8.7,0.5,17.4,0.1,320,16.8,1,1,1.8,1,258
Just Caught Peeled & Deveined Raw Prawns,https://www.woolworths.com.au/shop/productdetails/666563,https://cdn0.woolworths.media/content/wowproductimages/large/666563.jpg,28,1,28,0.1,369,20.4,0.6,0.2,1,1,533
Just Caught Peeled & Deveined Cooked Prawns,https://www.woolworths.com.au/shop/productdetails/265186,https://cdn0.woolworths.media/content/wowproductimages/large/265186.jpg,20,0.5,40,0.1,278,15.3,0.6,0.2,0,0,595
Peppercorn Beef Burger Extra Lean,https://www.woolworths.com.au/shop/productdetails/178137,https://cdn0.woolworths.media/content/wowproductimages/large/178137.jpg,10,0.5,20,0.083,622,13.3,8,3,5.5,1.2,450
Just Caught Cooked Prawns Tail On,https://www.woolworths.com.au/shop/productdetails/93465,https://cdn0.woolworths.media/content/wowproductimages/large/093465.jpg,10,0.3,33.33,0.1,353,18.6,0.9,0.3,0.2,0.2,440
Woolworths Cook Slow Cooked Butterflied Beef,https://www.woolworths.com.au/shop/productdetails/821037,https://cdn0.woolworths.media/content/wowproductimages/large/821037.jpg,17,0.7,24.29,0.175,586,18.9,6.7,3,1,1,411
Woolworths Cook Chicken Breast Steaks Lemon & Pepper,https://www.woolworths.com.au/shop/productdetails/81621,https://cdn0.woolworths.media/content/wowproductimages/large/081621.jpg,10.5,0.5,21,0.125,471,21.5,1.6,0.5,2.7,0.2,382
Woolworths Southern Style Buttermilk Chicken Thigh Fillet Burgers,https://www.woolworths.com.au/shop/productdetails/134085,https://cdn0.woolworths.media/content/wowproductimages/large/134085.jpg,9,0.35,25.71,0.175,897,15.9,13.5,2.8,7.5,1,288
Woolworths Roasted Garlic Chicken Tenderloins,https://www.woolworths.com.au/shop/productdetails/164677,https://cdn0.woolworths.media/content/wowproductimages/large/164677.jpg,9.5,0.4,23.75,0.067,739,16.1,6.2,0.7,13.9,0.4,359
Woolworths Frozen Barramundi,https://www.woolworths.com.au/shop/productdetails/664737,https://cdn0.woolworths.media/content/wowproductimages/large/664737.jpg,21,1,21,,,,,,,,
Woolworths Crumbed Tasmanian Skin Off Salmon Bites,https://www.woolworths.com.au/shop/productdetails/214924,https://cdn0.woolworths.media/content/wowproductimages/large/214924.jpg,11,0.285,38.6,0.095,1110,14.2,16,2.1,15.7,3.1,133
Woolworths Cook Chicken Kebab Honey Soy,https://www.woolworths.com.au/shop/productdetails/629441,https://cdn0.woolworths.media/content/wowproductimages/large/629441.jpg,11.5,0.75,15.33,0.075,635,16.9,6.5,1.9,6.3,3.7,387
Woolworths Cook Chicken Breast Steaks Sweet Soy Bbq,https://www.woolworths.com.au/shop/productdetails/81632,https://cdn0.woolworths.media/content/wowproductimages/large/081632.jpg,10.5,0.5,21,0.125,484,21.5,1.6,0.5,3.5,2.4,302
Ingham's Turkey Mince,https://www.woolworths.com.au/shop/productdetails/310742,https://cdn0.woolworths.media/content/wowproductimages/large/310742.jpg,6.5,0.5,13,0.125,756,17.6,12.3,4.7,1,1,88
Ingham's Turkey Breast Strips,https://www.woolworths.com.au/shop/productdetails/67763,https://cdn0.woolworths.media/content/wowproductimages/large/067763.jpg,7,0.4,17.5,0.1,401,21.2,1.1,1,1,1,270
Ingham's Turkey Breast Steaks,https://www.woolworths.com.au/shop/productdetails/67739,https://cdn0.woolworths.media/content/wowproductimages/large/067739.jpg,10,0.4,25,0.1,426,24.4,1,1,1,1,73
Woolworths Slow Cooked Pork Shoulder With Bbq Sauce,https://www.woolworths.com.au/shop/productdetails/810791,https://cdn0.woolworths.media/content/wowproductimages/large/810791.jpg,15,0.56,26.79,0.14,659,18.7,7,2.6,4.8,3.8,397
Peppercorn Beef Sausages Extra Lean,https://www.woolworths.com.au/shop/productdetails/178143,https://cdn0.woolworths.media/content/wowproductimages/large/178143.jpg,10,0.45,22.22,0.064,622,13.3,8,3,5.5,1.2,450
Woolworths Frozen Salmon Fillets Skin On,https://www.woolworths.com.au/shop/productdetails/259832,https://cdn0.woolworths.media/content/wowproductimages/large/259832.jpg,7,0.25,28,0.125,806,21,12.1,1.8,1,1,68
Woolworths Crumbed Chicken Burgers,https://www.woolworths.com.au/shop/productdetails/134038,https://cdn0.woolworths.media/content/wowproductimages/large/134038.jpg,8,0.44,18.18,0.11,934,10.4,12.9,1.9,15.4,3.7,350
Macro Free Range Chicken Schnitzel,https://www.woolworths.com.au/shop/productdetails/160857,https://cdn0.woolworths.media/content/wowproductimages/large/160857.jpg,8.5,0.35,24.3,0.175,712,17.5,5.8,0.8,11.8,0.9,337
Woolworths 16 Chicken Chipolatas,https://www.woolworths.com.au/shop/productdetails/162379,https://cdn0.woolworths.media/content/wowproductimages/large/162379.jpg,7,0.6,11.67,0.075,777,13.1,12.5,3.8,5.4,1,470
Woolworths Nashville Style Chicken Tenders,https://www.woolworths.com.au/shop/productdetails/250851,https://cdn0.woolworths.media/content/wowproductimages/large/250851.jpg,9,0.4,22.5,0.1,734,18,6.3,1,9.2,2.4,239
Ingham's Free Range Sous Vide Chicken Breast Lightly Seasoned,https://www.woolworths.com.au/shop/productdetails/212003,https://cdn0.woolworths.media/content/wowproductimages/large/212003.jpg,8,0.2,40,0.1,388,18.4,1.5,1,1.2,1,537
K-roo Kangaroo Sizzle Steak,https://www.woolworths.com.au/shop/productdetails/120304,https://cdn0.woolworths.media/content/wowproductimages/large/120304.jpg,9,0.4,22.5,0.1,419,21,1.4,0.6,0.2,0.1,45
Ingham's Turkey Breast Mince,https://www.woolworths.com.au/shop/productdetails/840244,https://cdn0.woolworths.media/content/wowproductimages/large/840244.jpg,10,0.4,25,0.1,480,23.4,1.8,1,1,1,70
Just Caught Atlantic Salmon Skinless,https://www.woolworths.com.au/shop/productdetails/891961,https://cdn0.woolworths.media/content/wowproductimages/large/891961.jpg,29,1,29,0.1,835,19,13.5,2.2,1,1,120
Ocean Chef Hoki Fillets Manuka Honey & Green Pepper,https://www.woolworths.com.au/shop/productdetails/202317,https://cdn0.woolworths.media/content/wowproductimages/large/202317.jpg,16,0.6,26.67,0.1,440,17.9,2,0.5,3.6,3.6,220
Woolworths Cook Chicken Breast Steaks Chilli Garlic & Rosemary,https://www.woolworths.com.au/shop/productdetails/81633,https://cdn0.woolworths.media/content/wowproductimages/large/081633.jpg,10.5,0.5,21,0.125,469,21.6,1.7,0.5,2.3,0.2,380
K-roo Kangaroo Mince,https://www.woolworths.com.au/shop/productdetails/148292,https://cdn0.woolworths.media/content/wowproductimages/large/148292.jpg,14,1,14,0.125,436,21,2,0.8,0.2,0.1,52
Macro Free Range Chicken Breast Tenders,https://www.woolworths.com.au/shop/productdetails/178505,https://cdn0.woolworths.media/content/wowproductimages/large/178505.jpg,10,0.4,25,0.1,758,16.9,6.7,0.8,13.1,0.9,385
Woolworths Chicken Sausages With Sundried Tomato Mozzarella & Parsley,https://www.woolworths.com.au/shop/productdetails/212750,https://cdn0.woolworths.media/content/wowproductimages/large/212750.jpg,8.5,0.5,17,0.083,748,14.8,10.1,3.2,5.4,1,522
Just Caught Raw Prawn Meat,https://www.woolworths.com.au/shop/productdetails/62050,https://cdn0.woolworths.media/content/wowproductimages/large/062050.jpg,10,0.3,33.33,0.1,369,20.4,0.6,0.2,1,1,533
K-roo Kangaroo Diced,https://www.woolworths.com.au/shop/productdetails/799575,https://cdn0.woolworths.media/content/wowproductimages/large/799575.jpg,9.5,0.5,19,0.15,392,21,0.8,0.3,0.2,0.1,45
Macro Free Range Chicken Breast Shawarma Style Strips,https://www.woolworths.com.au/shop/productdetails/235583,https://cdn0.woolworths.media/content/wowproductimages/large/235583.jpg,12,0.5,24,0.125,475,21.8,1.9,1,2,1,287
K-roo Kangaroo Steak,https://www.woolworths.com.au/shop/productdetails/132996,https://cdn0.woolworths.media/content/wowproductimages/large/132996.jpg,15,0.6,25,0.15,419,21,1.4,0.6,0.2,0.1,45
Woolworths Cook Chicken Drumsticks Sweet & Smokey Bbq Glaze,https://www.woolworths.com.au/shop/productdetails/24563,https://cdn0.woolworths.media/content/wowproductimages/large/024563.jpg,8,1.4,5.71,,,,,,,,
K-roo Kangaroo Steak Marinated,https://www.woolworths.com.au/shop/productdetails/117132,https://cdn0.woolworths.media/content/wowproductimages/large/117132.jpg,15,0.6,25,0.15,401,20,1.2,0.4,2.3,1.2,250
Woolworths Cook Chicken Kebab Sweet Smokey Bbq,https://www.woolworths.com.au/shop/productdetails/629442,https://cdn0.woolworths.media/content/wowproductimages/large/629442.jpg,8,0.375,21.33,0.075,656,17.4,6.9,2.4,6.2,3.6,406
Woolworths Frozen Basa Fillets,https://www.woolworths.com.au/shop/productdetails/445352,https://cdn0.woolworths.media/content/wowproductimages/large/445352.jpg,8,1,8,0.1,276,12.5,1.4,0.6,0.7,0.1,319
Woolworths Bbq Boneless Thigh Fillets With Japanese Style Marinade,https://www.woolworths.com.au/shop/productdetails/213859,https://cdn0.woolworths.media/content/wowproductimages/large/213859.jpg,9,0.5,18,0.1,647,16.8,8,2.4,3.85,2.96,309
K-roo Kangaroo Burger,https://www.woolworths.com.au/shop/productdetails/713466,https://cdn0.woolworths.media/content/wowproductimages/large/713466.jpg,7,0.44,15.91,0.11,397,18,1.9,0.8,2.1,0.3,430
K-roo Kangaroo Sausages Kanga Bangas Bush Tomato,https://www.woolworths.com.au/shop/productdetails/713467,https://cdn0.woolworths.media/content/wowproductimages/large/713467.jpg,7,0.5,14,0.125,424,17,1.8,0.7,4.1,0.3,610
Birds Eye Ocean Selections Raw Prawns Frozen Peeled & Tail Off,https://www.woolworths.com.au/shop/productdetails/186658,https://cdn0.woolworths.media/content/wowproductimages/large/186658.jpg,24,0.5,48,0.125,269,14.2,0.7,0.2,0.1,0.1,560
Woolworths Corn Chip Chicken Breast Bites,https://www.woolworths.com.au/shop/productdetails/212410,https://cdn0.woolworths.media/content/wowproductimages/large/212410.jpg,8.5,0.4,21.25,0.1,659,16.9,2.7,0.5,16,0.2,389
Woolworths Slow Cooked Chicken Breast In Creamy Mushroom Sauce,https://www.woolworths.com.au/shop/productdetails/251628,https://cdn0.woolworths.media/content/wowproductimages/large/251628.jpg,15,0.7,21.43,0.175,355,12.5,2.2,1,3.6,1.5,341
Birds Eye Ocean Selections Barramundi Moroccan Frozen Fish Fillets,https://www.woolworths.com.au/shop/productdetails/187322,https://cdn0.woolworths.media/content/wowproductimages/large/187322.jpg,11,4,22,0.125,499,17.2,4.7,1.3,1.9,1.1,390
Woolworths Cook Chicken Kebab Satay,https://www.woolworths.com.au/shop/productdetails/728380,https://cdn0.woolworths.media/content/wowproductimages/large/728380.jpg,8,0.375,21.33,,,,,,,,
Woolworths Cook Chicken Kebabs Teriyaki With White Sesame Topping,https://www.woolworths.com.au/shop/productdetails/162271,https://cdn0.woolworths.media/content/wowproductimages/large/162271.jpg,14.5,10,18.13,0.08,558,17.6,4.8,1.4,4.8,3.4,403
Woolworths Cook Chicken Kebab Honey Soy,https://www.woolworths.com.au/shop/productdetails/728385,https://cdn0.woolworths.media/content/wowproductimages/large/728385.jpg,8,0.375,21.33,,,,,,,,
Woolworths Cook Chicken Kebabs Sweet Mango & Chilli,https://www.woolworths.com.au/shop/productdetails/162270,https://cdn0.woolworths.media/content/wowproductimages/large/162270.jpg,14.5,10,18.13,0.08,561,17.2,4.6,1.4,5.8,3.4,206
Birds Eye Ocean Selections Fish Fillets Moroccan Skinless Frozen,https://www.woolworths.com.au/shop/productdetails/186758,https://cdn0.woolworths.media/content/wowproductimages/large/186758.jpg,7,4,14,0.125,367,16.8,1.4,0.5,1.8,1,310
Macro Free Range Chicken Roasting Portions Portugese Style,https://www.woolworths.com.au/shop/productdetails/755470,https://cdn0.woolworths.media/content/wowproductimages/large/755470.jpg,11.88,1.25,9.5,0.15,651,17.2,8.6,2.6,2.4,1,301
Safcol Tapas Chilean Mussels In Spanish Galician Style Sauce,https://www.woolworths.com.au/shop/productdetails/20933,https://cdn0.woolworths.media/content/wowproductimages/large/020933.jpg,2.5,0.105,23.81,105,513,13.4,5,1,5.9,1.8,2.6
Macro Firm Tofu,https://www.woolworths.com.au/shop/productdetails/23038,https://cdn0.woolworths.media/content/wowproductimages/large/023038.jpg,3,0.45,6.67,0.15,571,14.7,7.1,1.2,1.2,1,7
Grand Italian Tuscans Finest Slow Cooked Angus Beef Ravioli,https://www.woolworths.com.au/shop/productdetails/238393,https://cdn0.woolworths.media/content/wowproductimages/large/238393.jpg,6,0.325,18.5,0.163,1110,15.3,3,1.2,42.2,2.3,185
Woolworths Fresh Pea & Ham Soup,https://www.woolworths.com.au/shop/productdetails/778327,https://cdn0.woolworths.media/content/wowproductimages/large/778327.jpg,3,0.3,10,0.3,360,5.6,2.9,1.4,7.5,2.5,143
V2 Plant Based Mince,https://www.woolworths.com.au/shop/productdetails/153060,https://cdn0.woolworths.media/content/wowproductimages/large/153060.jpg,7.5,0.4,18.75,0.125,958,17.7,13.1,6,5.8,1,295
Bega Cheese Stringers Peelable Cheese,https://www.woolworths.com.au/shop/productdetails/28991,https://cdn0.woolworths.media/content/wowproductimages/large/028991.jpg,6.5,8,40.63,0.02,1300,25.3,22.5,14.7,2,1,650
